source,hour,cost
Wind,5674,48
Wind,5675,48
Wind,5676,48
Wind,5677,48
Wind,5678,48
Wind,5679,48
Wind,5680,48
Wind,5681,48
Wind,5682,48
Wind,5683,48
Wind,5684,48
Wind,5685,48
Wind,5686,48
Wind,5687,48
Wind,5688,48
Wind,5689,48
Wind,5690,48
Wind,5691,48
Wind,5692,48
Wind,5693,48
Wind,5694,48
Wind,5695,48
Wind,5696,48
Wind,5697,48
Wind,5698,48
Wind,5699,48
Wind,5700,48
Wind,5701,48
Wind,5702,48
Wind,5703,48
Wind,5704,48
Wind,5705,48
Wind,5706,48
Wind,5707,48
Wind,5708,48
Wind,5709,48
Wind,5710,48
Wind,5711,48
Wind,5712,48
Wind,5713,48
Wind,5714,48
Wind,5715,48
Wind,5716,48
Wind,5717,48
Wind,5718,48
Wind,5719,48
Wind,5720,48
Wind,5721,48
Wind,5722,48
Wind,5723,48
Wind,5724,48
Wind,5725,48
Wind,5726,48
Wind,5727,48
Wind,5728,48
Wind,5729,48
Wind,5730,48
Wind,5731,48
Wind,5732,48
Wind,5733,48
Wind,5734,48
Wind,5735,48
Wind,5736,48
Wind,5737,48
Wind,5738,48
Wind,5739,48
Wind,5740,48
Wind,5741,48
Wind,5742,48
Wind,5743,48
Wind,5744,48
Wind,5745,48
Wind,5746,48
Wind,5747,48
Wind,5748,48
Wind,5749,48
Wind,5750,48
Wind,5751,48
Wind,5752,48
Wind,5753,48
Wind,5754,48
Wind,5755,48
Wind,5756,48
Wind,5757,48
Wind,5758,48
Wind,5759,48
Wind,5760,48
Wind,5761,48
Wind,5762,48
Wind,5763,48
Wind,5764,48
Wind,5765,48
Wind,5766,48
Wind,5767,48
Wind,5768,48
Wind,5769,48
Wind,5770,48
Wind,5771,48
Wind,5772,48
Wind,5773,48
Wind,5774,48
Wind,5775,48
Wind,5776,48
Wind,5777,48
Wind,5778,48
Wind,5779,48
Wind,5780,48
Wind,5781,48
Wind,5782,48
Wind,5783,48
Wind,5784,48
Wind,5785,48
Wind,5786,48
Wind,5787,48
Wind,5788,48
Wind,5789,48
Wind,5790,48
Wind,5791,48
Wind,5792,48
Wind,5793,48
Wind,5794,48
Wind,5795,48
Wind,5796,48
Wind,5797,48
Wind,5798,48
Wind,5799,48
Wind,5800,48
Wind,5801,48
Wind,5802,48
Wind,5803,48
Wind,5804,48
Wind,5805,48
Wind,5806,48
Wind,5807,48
Wind,5808,48
Wind,5809,48
Wind,5810,48
Wind,5811,48
Wind,5812,48
Wind,5813,48
Wind,5814,48
Wind,5815,48
Wind,5816,48
Wind,5817,48
Wind,5818,48
Wind,5819,48
Wind,5820,48
Wind,5821,48
Wind,5822,48
Wind,5823,48
Wind,5824,48
Wind,5825,48
Wind,5826,48
Wind,5827,48
Wind,5828,48
Wind,5829,48
Wind,5830,48
Wind,5831,48
Wind,5832,48
Wind,5833,48
Wind,5834,48
Wind,5835,48
Wind,5836,48
Wind,5837,48
Wind,5838,48
Wind,5839,48
Wind,5840,48
Wind,5841,48
Wind,5842,48
Wind,5843,48
Wind,5844,48
Wind,5845,48
Wind,5846,48
Wind,5847,48
Wind,5848,48
Wind,5849,48
Wind,5850,48
Wind,5851,48
Wind,5852,48
Wind,5853,48
Wind,5854,48
Wind,5855,48
Wind,5856,48
Wind,5857,48
Wind,5858,48
Wind,5859,48
Wind,5860,48
Wind,5861,48
Wind,5862,48
Wind,5863,48
Wind,5864,48
Wind,5865,48
Wind,5866,48
Wind,5867,48
Wind,5868,48
Wind,5869,48
Wind,5870,48
Wind,5871,48
Wind,5872,48
Wind,5873,48
Wind,5874,48
Wind,5875,48
Wind,5876,48
Wind,5877,48
Wind,5878,48
Wind,5879,48
Wind,5880,48
Wind,5881,48
Wind,5882,48
Wind,5883,48
Wind,5884,48
Wind,5885,48
Wind,5886,48
Wind,5887,48
Wind,5888,48
Wind,5889,48
Wind,5890,48
Wind,5891,48
Wind,5892,48
Wind,5893,48
Wind,5894,48
Wind,5895,48
Wind,5896,48
Wind,5897,48
Wind,5898,48
Wind,5899,48
Wind,5900,48
Wind,5901,48
Wind,5902,48
Wind,5903,48
Wind,5904,48
Wind,5905,48
Wind,5906,48
Wind,5907,48
Wind,5908,48
Wind,5909,48
Wind,5910,48
Wind,5911,48
Wind,5912,48
Wind,5913,48
Wind,5914,48
Wind,5915,48
Wind,5916,48
Wind,5917,48
Wind,5918,48
Wind,5919,48
Wind,5920,48
Wind,5921,48
Wind,5922,48
Wind,5923,48
Wind,5924,48
Wind,5925,48
Wind,5926,48
Wind,5927,48
Wind,5928,48
Wind,5929,48
Wind,5930,48
Wind,5931,48
Wind,5932,48
Wind,5933,48
Wind,5934,48
Wind,5935,48
Wind,5936,48
Wind,5937,48
Wind,5938,48
Wind,5939,48
Wind,5940,48
Wind,5941,48
Wind,5942,48
Wind,5943,48
Wind,5944,48
Wind,5945,48
Wind,5946,48
Wind,5947,48
Wind,5948,48
Wind,5949,48
Wind,5950,48
Wind,5951,48
Wind,5952,48
Wind,5953,48
Wind,5954,48
Wind,5955,48
Wind,5956,48
Wind,5957,48
Wind,5958,48
Wind,5959,48
Wind,5960,48
Wind,5961,48
Wind,5962,48
Wind,5963,48
Wind,5964,48
Wind,5965,48
Wind,5966,48
Wind,5967,48
Wind,5968,48
Wind,5969,48
Wind,5970,48
Wind,5971,48
Wind,5972,48
Wind,5973,48
Wind,5974,48
Wind,5975,48
Wind,5976,48
Wind,5977,48
Wind,5978,48
Wind,5979,48
Wind,5980,48
Wind,5981,48
Wind,5982,48
Wind,5983,48
Wind,5984,48
Wind,5985,48
Wind,5986,48
Wind,5987,48
Wind,5988,48
Wind,5989,48
Wind,5990,48
Wind,5991,48
Wind,5992,48
Wind,5993,48
Wind,5994,48
Wind,5995,48
Wind,5996,48
Wind,5997,48
Wind,5998,48
Wind,5999,48
Wind,6000,48
Wind,6001,48
Wind,6002,48
Wind,6003,48
Wind,6004,48
Wind,6005,48
Wind,6006,48
Wind,6007,48
Wind,6008,48
Wind,6009,48
Wind,6010,48
Wind,6011,48
Wind,6012,48
Wind,6013,48
Wind,6014,48
Wind,6015,48
Wind,6016,48
Wind,6017,48
Wind,6018,48
Wind,6019,48
Wind,6020,48
Wind,6021,48
Wind,6022,48
Wind,6023,48
Wind,6024,48
Wind,6025,48
Wind,6026,48
Wind,6027,48
Wind,6028,48
Wind,6029,48
Wind,6030,48
Wind,6031,48
Wind,6032,48
Wind,6033,48
Wind,6034,48
Wind,6035,48
Wind,6036,48
Wind,6037,48
Wind,6038,48
Wind,6039,48
Wind,6040,48
Wind,6041,48
Wind,6042,48
Wind,6043,48
Wind,6044,48
Wind,6045,48
Wind,6046,48
Wind,6047,48
Wind,6048,48
Wind,6049,48
Wind,6050,48
Wind,6051,48
Wind,6052,48
Wind,6053,48
Wind,6054,48
Wind,6055,48
Wind,6056,48
Wind,6057,48
Wind,6058,48
Wind,6059,48
Wind,6060,48
Wind,6061,48
Wind,6062,48
Wind,6063,48
Wind,6064,48
Wind,6065,48
Wind,6066,48
Wind,6067,48
Wind,6068,48
Wind,6069,48
Wind,6070,48
Wind,6071,48
Wind,6072,48
Wind,6073,48
Wind,6074,48
Wind,6075,48
Wind,6076,48
Wind,6077,48
Wind,6078,48
Wind,6079,48
Wind,6080,48
Wind,6081,48
Wind,6082,48
Wind,6083,48
Wind,6084,48
Wind,6085,48
Wind,6086,48
Wind,6087,48
Wind,6088,48
Wind,6089,48
Wind,6090,48
Wind,6091,48
Wind,6092,48
Wind,6093,48
Wind,6094,48
Wind,6095,48
Wind,6096,48
Wind,6097,48
Wind,6098,48
Wind,6099,48
Wind,6100,48
Wind,6101,48
Wind,6102,48
Wind,6103,48
Wind,6104,48
Wind,6105,48
Wind,6106,48
Wind,6107,48
Wind,6108,48
Wind,6109,48
Wind,6110,48
Wind,6111,48
Wind,6112,48
Wind,6113,48
Wind,6114,48
Wind,6115,48
Wind,6116,48
Wind,6117,48
Wind,6118,48
Wind,6119,48
Wind,6120,48
Wind,6121,48
Wind,6122,48
Wind,6123,48
Wind,6124,48
Wind,6125,48
Wind,6126,48
Wind,6127,48
Wind,6128,48
Wind,6129,48
Wind,6130,48
Wind,6131,48
Wind,6132,48
Wind,6133,48
Wind,6134,48
Wind,6135,48
Wind,6136,48
Wind,6137,48
Wind,6138,48
Wind,6139,48
Wind,6140,48
Wind,6141,48
Wind,6142,48
Wind,6143,48
Wind,6144,48
Wind,6145,48
Wind,6146,48
Wind,6147,48
Wind,6148,48
Wind,6149,48
Wind,6150,48
Wind,6151,48
Wind,6152,48
Wind,6153,48
Wind,6154,48
Wind,6155,48
Wind,6156,48
Wind,6157,48
Wind,6158,48
Wind,6159,48
Wind,6160,48
Wind,6161,48
Wind,6162,48
Wind,6163,48
Wind,6164,48
Wind,6165,48
Wind,6166,48
Wind,6167,48
Wind,6168,48
Wind,6169,48
Wind,6170,48
Wind,6171,48
Wind,6172,48
Wind,6173,48
Wind,6174,48
Wind,6175,48
Wind,6176,48
Wind,6177,48
Wind,6178,48
Wind,6179,48
Wind,6180,48
Wind,6181,48
Wind,6182,48
Wind,6183,48
Wind,6184,48
Wind,6185,48
Wind,6186,48
Wind,6187,48
Wind,6188,48
Wind,6189,48
Wind,6190,48
Wind,6191,48
Wind,6192,48
Wind,6193,48
Wind,6194,48
Wind,6195,48
Wind,6196,48
Wind,6197,48
Wind,6198,48
Wind,6199,48
Wind,6200,48
Wind,6201,48
Wind,6202,48
Wind,6203,48
Wind,6204,48
Wind,6205,48
Wind,6206,48
Wind,6207,48
Wind,6208,48
Wind,6209,48
Wind,6210,48
Wind,6211,48
Wind,6212,48
Wind,6213,48
Wind,6214,48
Wind,6215,48
Wind,6216,48
Wind,6217,48
Wind,6218,48
Wind,6219,48
Wind,6220,48
Wind,6221,48
Wind,6222,48
Wind,6223,48
Wind,6224,48
Wind,6225,48
Wind,6226,48
Wind,6227,48
Wind,6228,48
Wind,6229,48
Wind,6230,48
Wind,6231,48
Wind,6232,48
Wind,6233,48
Wind,6234,48
Wind,6235,48
Wind,6236,48
Wind,6237,48
Wind,6238,48
Wind,6239,48
Wind,6240,48
Wind,6241,48
Wind,6242,48
Wind,6243,48
Wind,6244,48
Wind,6245,48
Wind,6246,48
Wind,6247,48
Wind,6248,48
Wind,6249,48
Wind,6250,48
Wind,6251,48
Wind,6252,48
Wind,6253,48
Wind,6254,48
Wind,6255,48
Wind,6256,48
Wind,6257,48
Wind,6258,48
Wind,6259,48
Wind,6260,48
Wind,6261,48
Wind,6262,48
Wind,6263,48
Wind,6264,48
Wind,6265,48
Wind,6266,48
Wind,6267,48
Wind,6268,48
Wind,6269,48
Wind,6270,48
Wind,6271,48
Wind,6272,48
Wind,6273,48
Wind,6274,48
Wind,6275,48
Wind,6276,48
Wind,6277,48
Wind,6278,48
Wind,6279,48
Wind,6280,48
Wind,6281,48
Wind,6282,48
Wind,6283,48
Wind,6284,48
Wind,6285,48
Wind,6286,48
Wind,6287,48
Wind,6288,48
Wind,6289,48
Wind,6290,48
Wind,6291,48
Wind,6292,48
Wind,6293,48
Wind,6294,48
Wind,6295,48
Wind,6296,48
Wind,6297,48
Wind,6298,48
Wind,6299,48
Wind,6300,48
Wind,6301,48
Wind,6302,48
Wind,6303,48
Wind,6304,48
Wind,6305,48
Wind,6306,48
Wind,6307,48
Wind,6308,48
Wind,6309,48
Wind,6310,48
Wind,6311,48
Wind,6312,48
Wind,6313,48
Wind,6314,48
Wind,6315,48
Wind,6316,48
Wind,6317,48
Wind,6318,48
Wind,6319,48
Wind,6320,48
Wind,6321,48
Wind,6322,48
Wind,6323,48
Wind,6324,48
Wind,6325,48
Wind,6326,48
Wind,6327,48
Wind,6328,48
Wind,6329,48
Wind,6330,48
Wind,6331,48
Wind,6332,48
Wind,6333,48
Wind,6334,48
Wind,6335,48
Wind,6336,48
Wind,6337,48
Wind,6338,48
Wind,6339,48
Wind,6340,48
Wind,6341,48
Wind,6342,48
Wind,6343,48
Wind,6344,48
Wind,6345,48
Wind,6346,48
Wind,6347,48
Wind,6348,48
Wind,6349,48
Wind,6350,48
Wind,6351,48
Wind,6352,48
Wind,6353,48
Wind,6354,48
Wind,6355,48
Wind,6356,48
Wind,6357,48
Wind,6358,48
Wind,6359,48
Wind,6360,48
Wind,6361,48
Wind,6362,48
Wind,6363,48
Wind,6364,48
Wind,6365,48
Wind,6366,48
Wind,6367,48
Wind,6368,48
Wind,6369,48
Wind,6370,48
Wind,6371,48
Wind,6372,48
Wind,6373,48
Wind,6374,48
Wind,6375,48
Wind,6376,48
Wind,6377,48
Wind,6378,48
Wind,6379,48
Wind,6380,48
Wind,6381,48
Wind,6382,48
Wind,6383,48
Wind,6384,48
Wind,6385,48
Wind,6386,48
Wind,6387,48
Wind,6388,48
Wind,6389,48
Wind,6390,48
Wind,6391,48
Wind,6392,48
Wind,6393,48
Wind,6394,48
Wind,6395,48
Wind,6396,48
Wind,6397,48
Wind,6398,48
Wind,6399,48
Wind,6400,48
Wind,6401,48
Wind,6402,48
Wind,6403,48
Wind,6404,48
Wind,6405,48
Wind,6406,48
Wind,6407,48
Wind,6408,48
Wind,6409,48
Wind,6410,48
Wind,6411,48
Wind,6412,48
Wind,6413,48
Wind,6414,48
Wind,6415,48
Wind,6416,48
Wind,6417,48
Wind,6418,48
Wind,6419,48
Wind,6420,48
Wind,6421,48
Wind,6422,48
Wind,6423,48
Wind,6424,48
Wind,6425,48
Wind,6426,48
Wind,6427,48
Wind,6428,48
Wind,6429,48
Wind,6430,48
Wind,6431,48
Wind,6432,48
Wind,6433,48
Wind,6434,48
Wind,6435,48
Wind,6436,48
Wind,6437,48
Wind,6438,48
Wind,6439,48
Wind,6440,48
Wind,6441,48
Wind,6442,48
Wind,6443,48
Wind,6444,48
Wind,6445,48
Wind,6446,48
Wind,6447,48
Wind,6448,48
Wind,6449,48
Wind,6450,48
Wind,6451,48
Wind,6452,48
Wind,6453,48
Wind,6454,48
Wind,6455,48
Wind,6456,48
Wind,6457,48
Wind,6458,48
Wind,6459,48
Wind,6460,48
Wind,6461,48
Wind,6462,48
Wind,6463,48
Wind,6464,48
Wind,6465,48
Wind,6466,48
Wind,6467,48
Wind,6468,48
Wind,6469,48
Wind,6470,48
Wind,6471,48
Wind,6472,48
Wind,6473,48
Wind,6474,48
Wind,6475,48
Wind,6476,48
Wind,6477,48
Wind,6478,48
Wind,6479,48
Wind,6480,48
Wind,6481,48
Wind,6482,48
Wind,6483,48
Wind,6484,48
Wind,6485,48
Wind,6486,48
Wind,6487,48
Wind,6488,48
Wind,6489,48
Wind,6490,48
Wind,6491,48
Wind,6492,48
Wind,6493,48
Wind,6494,48
Wind,6495,48
Wind,6496,48
Wind,6497,48
Wind,6498,48
Wind,6499,48
Wind,6500,48
Wind,6501,48
Wind,6502,48
Wind,6503,48
Wind,6504,48
Wind,6505,48
Wind,6506,48
Wind,6507,48
Wind,6508,48
Wind,6509,48
Wind,6510,48
Wind,6511,48
Wind,6512,48
Wind,6513,48
Wind,6514,48
Wind,6515,48
Wind,6516,48
Wind,6517,48
Wind,6518,48
Wind,6519,48
Wind,6520,48
Wind,6521,48
Wind,6522,48
Wind,6523,48
Wind,6524,48
Wind,6525,48
Wind,6526,48
Wind,6527,48
Wind,6528,48
Wind,6529,48
Wind,6530,48
Wind,6531,48
Wind,6532,48
Wind,6533,48
Wind,6534,48
Wind,6535,48
Wind,6536,48
Wind,6537,48
Wind,6538,48
Wind,6539,48
Wind,6540,48
Wind,6541,48
Wind,6542,48
Wind,6543,48
Wind,6544,48
Wind,6545,48
Wind,6546,48
Wind,6547,48
Wind,6548,48
Wind,6549,48
Wind,6550,48
Wind,6551,48
Wind,6552,48
Wind,6553,48
Wind,6554,48
Wind,6555,48
Wind,6556,48
Wind,6557,48
Wind,6558,48
Wind,6559,48
Wind,6560,48
Wind,6561,48
Wind,6562,48
Wind,6563,48
Wind,6564,48
Wind,6565,48
Wind,6566,48
Wind,6567,48
Wind,6568,48
Wind,6569,48
Wind,6570,48
Wind,6571,48
Wind,6572,48
Wind,6573,48
Wind,6574,48
Wind,6575,48
Wind,6576,48
Wind,6577,48
Wind,6578,48
Wind,6579,48
Wind,6580,48
Wind,6581,48
Wind,6582,48
Wind,6583,48
Wind,6584,48
Wind,6585,48
Wind,6586,48
Wind,6587,48
Wind,6588,48
Wind,6589,48
Wind,6590,48
Wind,6591,48
Wind,6592,48
Wind,6593,48
Wind,6594,48
Wind,6595,48
Wind,6596,48
Wind,6597,48
Wind,6598,48
Wind,6599,48
Wind,6600,48
Wind,6601,48
Wind,6602,48
Wind,6603,48
Wind,6604,48
Wind,6605,48
Wind,6606,48
Wind,6607,48
Wind,6608,48
Wind,6609,48
Wind,6610,48
Wind,6611,48
Wind,6612,48
Wind,6613,48
Wind,6614,48
Wind,6615,48
Wind,6616,48
Wind,6617,48
Wind,6618,48
Wind,6619,48
Wind,6620,48
Wind,6621,48
Wind,6622,48
Wind,6623,48
Wind,6624,48
Wind,6625,48
Wind,6626,48
Wind,6627,48
Wind,6628,48
Wind,6629,48
Wind,6630,48
Wind,6631,48
Wind,6632,48
Wind,6633,48
Wind,6634,48
Wind,6635,48
Wind,6636,48
Wind,6637,48
Wind,6638,48
Wind,6639,48
Wind,6640,48
Wind,6641,48
Wind,6642,48
Wind,6643,48
Wind,6644,48
Wind,6645,48
Wind,6646,48
Wind,6647,48
Wind,6648,48
Wind,6649,48
Wind,6650,48
Wind,6651,48
Wind,6652,48
Wind,6653,48
Wind,6654,48
Wind,6655,48
Wind,6656,48
Wind,6657,48
Wind,6658,48
Wind,6659,48
Wind,6660,48
Wind,6661,48
Wind,6662,48
Wind,6663,48
Wind,6664,48
Wind,6665,48
Wind,6666,48
Wind,6667,48
Wind,6668,48
Wind,6669,48
Wind,6670,48
Wind,6671,48
Wind,6672,48
Wind,6673,48
Wind,6674,48
Wind,6675,48
Wind,6676,48
Wind,6677,48
Wind,6678,48
Wind,6679,48
Wind,6680,48
Wind,6681,48
Wind,6682,48
Wind,6683,48
Wind,6684,48
Wind,6685,48
Wind,6686,48
Wind,6687,48
Wind,6688,48
Wind,6689,48
Wind,6690,48
Wind,6691,48
Wind,6692,48
Wind,6693,48
Wind,6694,48
Wind,6695,48
Wind,6696,48
Wind,6697,48
Wind,6698,48
Wind,6699,48
Wind,6700,48
Wind,6701,48
Wind,6702,48
Wind,6703,48
Wind,6704,48
Wind,6705,48
Wind,6706,48
Wind,6707,48
Wind,6708,48
Wind,6709,48
Wind,6710,48
Wind,6711,48
Wind,6712,48
Wind,6713,48
Wind,6714,48
Wind,6715,48
Wind,6716,48
Wind,6717,48
Wind,6718,48
Wind,6719,48
Wind,6720,48
Wind,6721,48
Wind,6722,48
Wind,6723,48
Wind,6724,48
Wind,6725,48
Wind,6726,48
Wind,6727,48
Wind,6728,48
Wind,6729,48
Wind,6730,48
Wind,6731,48
Wind,6732,48
Wind,6733,48
Wind,6734,48
Wind,6735,48
Wind,6736,48
Wind,6737,48
Wind,6738,48
Wind,6739,48
Wind,6740,48
Wind,6741,48
Wind,6742,48
Wind,6743,48
Wind,6744,48
Wind,6745,48
Wind,6746,48
Wind,6747,48
Wind,6748,48
Wind,6749,48
Wind,6750,48
Wind,6751,48
Wind,6752,48
Wind,6753,48
Wind,6754,48
Wind,6755,48
Wind,6756,48
Wind,6757,48
Wind,6758,48
Wind,6759,48
Wind,6760,48
Wind,6761,48
Wind,6762,48
Wind,6763,48
Wind,6764,48
Wind,6765,48
Wind,6766,48
Wind,6767,48
Wind,6768,48
Wind,6769,48
Wind,6770,48
Wind,6771,48
Wind,6772,48
Wind,6773,48
Wind,6774,48
Wind,6775,48
Wind,6776,48
Wind,6777,48
Wind,6778,48
Wind,6779,48
Wind,6780,48
Wind,6781,48
Wind,6782,48
Wind,6783,48
Wind,6784,48
Wind,6785,48
Wind,6786,48
Wind,6787,48
Wind,6788,48
Wind,6789,48
Wind,6790,48
Wind,6791,48
Wind,6792,48
Wind,6793,48
Wind,6794,48
Wind,6795,48
Wind,6796,48
Wind,6797,48
Wind,6798,48
Wind,6799,48
Wind,6800,48
Wind,6801,48
Wind,6802,48
Wind,6803,48
Wind,6804,48
Wind,6805,48
Wind,6806,48
Wind,6807,48
Wind,6808,48
Wind,6809,48
Wind,6810,48
Wind,6811,48
Wind,6812,48
Wind,6813,48
Wind,6814,48
Wind,6815,48
Wind,6816,48
Wind,6817,48
Wind,6818,48
Wind,6819,48
Wind,6820,48
Wind,6821,48
Wind,6822,48
Wind,6823,48
Wind,6824,48
Wind,6825,48
Wind,6826,48
Wind,6827,48
Wind,6828,48
Wind,6829,48
Wind,6830,48
Wind,6831,48
Wind,6832,48
Wind,6833,48
Wind,6834,48
Wind,6835,48
Wind,6836,48
Wind,6837,48
Wind,6838,48
Wind,6839,48
Wind,6840,48
Wind,6841,48
Wind,6842,48
Wind,6843,48
Wind,6844,48
Wind,6845,48
Wind,6846,48
Wind,6847,48
Wind,6848,48
Wind,6849,48
Wind,6850,48
Wind,6851,48
Wind,6852,48
Wind,6853,48
Wind,6854,48
Wind,6855,48
Wind,6856,48
Wind,6857,48
Wind,6858,48
Wind,6859,48
Wind,6860,48
Wind,6861,48
Wind,6862,48
Wind,6863,48
Wind,6864,48
Wind,6865,48
Wind,6866,48
Wind,6867,48
Wind,6868,48
Wind,6869,48
Wind,6870,48
Wind,6871,48
Wind,6872,48
Wind,6873,48
Wind,6874,48
Wind,6875,48
Wind,6876,48
Wind,6877,48
Wind,6878,48
Wind,6879,48
Wind,6880,48
Wind,6881,48
Wind,6882,48
Wind,6883,48
Wind,6884,48
Wind,6885,48
Wind,6886,48
Wind,6887,48
Wind,6888,48
Wind,6889,48
Wind,6890,48
Wind,6891,48
Wind,6892,48
Wind,6893,48
Wind,6894,48
Wind,6895,48
Wind,6896,48
Wind,6897,48
Wind,6898,48
Wind,6899,48
Wind,6900,48
Wind,6901,48
Wind,6902,48
Wind,6903,48
Wind,6904,48
Wind,6905,48
Wind,6906,48
Wind,6907,48
Wind,6908,48
Wind,6909,48
Wind,6910,48
Wind,6911,48
Wind,6912,48
Wind,6913,48
Wind,6914,48
Wind,6915,48
Wind,6916,48
Wind,6917,48
Wind,6918,48
Wind,6919,48
Wind,6920,48
Wind,6921,48
Wind,6922,48
Wind,6923,48
Wind,6924,48
Wind,6925,48
Wind,6926,48
Wind,6927,48
Wind,6928,48
Wind,6929,48
Wind,6930,48
Wind,6931,48
Wind,6932,48
Wind,6933,48
Wind,6934,48
Wind,6935,48
Wind,6936,48
Wind,6937,48
Wind,6938,48
Wind,6939,48
Wind,6940,48
Wind,6941,48
Wind,6942,48
Wind,6943,48
Wind,6944,48
Wind,6945,48
Wind,6946,48
Wind,6947,48
Wind,6948,48
Wind,6949,48
Wind,6950,48
Wind,6951,48
Wind,6952,48
Wind,6953,48
Wind,6954,48
Wind,6955,48
Wind,6956,48
Wind,6957,48
Wind,6958,48
Wind,6959,48
Wind,6960,48
Wind,6961,48
Wind,6962,48
Wind,6963,48
Wind,6964,48
Wind,6965,48
Wind,6966,48
Wind,6967,48
Wind,6968,48
Wind,6969,48
Wind,6970,48
Wind,6971,48
Wind,6972,48
Wind,6973,48
Wind,6974,48
Wind,6975,48
Wind,6976,48
Wind,6977,48
Wind,6978,48
Wind,6979,48
Wind,6980,48
Wind,6981,48
Wind,6982,48
Wind,6983,48
Wind,6984,48
Wind,6985,48
Wind,6986,48
Wind,6987,48
Wind,6988,48
Wind,6989,48
Wind,6990,48
Wind,6991,48
Wind,6992,48
Wind,6993,48
Wind,6994,48
Wind,6995,48
Wind,6996,48
Wind,6997,48
Wind,6998,48
Wind,6999,48
Wind,7000,48
Wind,7001,48
Wind,7002,48
Wind,7003,48
Wind,7004,48
Wind,7005,48
Wind,7006,48
Wind,7007,48
Wind,7008,48
Wind,7009,48
Wind,7010,48
Wind,7011,48
Wind,7012,48
Wind,7013,48
Wind,7014,48
Wind,7015,48
Wind,7016,48
Wind,7017,48
Wind,7018,48
Wind,7019,48
Wind,7020,48
Wind,7021,48
Wind,7022,48
Wind,7023,48
Wind,7024,48
Wind,7025,48
Wind,7026,48
Wind,7027,48
Wind,7028,48
Wind,7029,48
Wind,7030,48
Wind,7031,48
Wind,7032,48
Wind,7033,48
Wind,7034,48
Wind,7035,48
Wind,7036,48
Wind,7037,48
Wind,7038,48
Wind,7039,48
Wind,7040,48
Wind,7041,48
Wind,7042,48
Wind,7043,48
Wind,7044,48
Wind,7045,48
Wind,7046,48
Wind,7047,48
Wind,7048,48
Wind,7049,48
Wind,7050,48
Wind,7051,48
Wind,7052,48
Wind,7053,48
Wind,7054,48
Wind,7055,48
Wind,7056,48
Wind,7057,48
Wind,7058,48
Wind,7059,48
Wind,7060,48
Wind,7061,48
Wind,7062,48
Wind,7063,48
Wind,7064,48
Wind,7065,48
Wind,7066,48
Wind,7067,48
Wind,7068,48
Wind,7069,48
Wind,7070,48
Wind,7071,48
Wind,7072,48
Wind,7073,48
Wind,7074,48
Wind,7075,48
Wind,7076,48
Wind,7077,48
Wind,7078,48
Wind,7079,48
Wind,7080,48
Wind,7081,48
Wind,7082,48
Wind,7083,48
Wind,7084,48
Wind,7085,48
Wind,7086,48
Wind,7087,48
Wind,7088,48
Wind,7089,48
Wind,7090,48
Wind,7091,48
Wind,7092,48
Wind,7093,48
Wind,7094,48
Wind,7095,48
Wind,7096,48
Wind,7097,48
Wind,7098,48
Wind,7099,48
Wind,7100,48
Wind,7101,48
Wind,7102,48
Wind,7103,48
Wind,7104,48
Wind,7105,48
Wind,7106,48
Wind,7107,48
Wind,7108,48
Wind,7109,48
Wind,7110,48
Wind,7111,48
Wind,7112,48
Wind,7113,48
Wind,7114,48
Wind,7115,48
Wind,7116,48
Wind,7117,48
Wind,7118,48
Wind,7119,48
Wind,7120,48
Wind,7121,48
Wind,7122,48
Wind,7123,48
Wind,7124,48
Wind,7125,48
Wind,7126,48
Wind,7127,48
Wind,7128,48
Wind,7129,48
Wind,7130,48
Wind,7131,48
Wind,7132,48
Wind,7133,48
Wind,7134,48
Wind,7135,48
Wind,7136,48
Wind,7137,48
Wind,7138,48
Wind,7139,48
Wind,7140,48
Wind,7141,48
Wind,7142,48
Wind,7143,48
Wind,7144,48
Wind,7145,48
Wind,7146,48
Wind,7147,48
Wind,7148,48
Wind,7149,48
Wind,7150,48
Wind,7151,48
Wind,7152,48
Wind,7153,48
Wind,7154,48
Wind,7155,48
Wind,7156,48
Wind,7157,48
Wind,7158,48
Wind,7159,48
Wind,7160,48
Wind,7161,48
Wind,7162,48
Wind,7163,48
Wind,7164,48
Wind,7165,48
Wind,7166,48
Wind,7167,48
Wind,7168,48
Wind,7169,48
Wind,7170,48
Wind,7171,48
Wind,7172,48
Wind,7173,48
Wind,7174,48
Wind,7175,48
Wind,7176,48
Wind,7177,48
Wind,7178,48
Wind,7179,48
Wind,7180,48
Wind,7181,48
Wind,7182,48
Wind,7183,48
Wind,7184,48
Wind,7185,48
Wind,7186,48
Wind,7187,48
Wind,7188,48
Wind,7189,48
Wind,7190,48
Wind,7191,48
Wind,7192,48
Wind,7193,48
Wind,7194,48
Wind,7195,48
Wind,7196,48
Wind,7197,48
Wind,7198,48
Wind,7199,48
Wind,7200,48
Wind,7201,48
Wind,7202,48
Wind,7203,48
Wind,7204,48
Wind,7205,48
Wind,7206,48
Wind,7207,48
Wind,7208,48
Wind,7209,48
Wind,7210,48
Wind,7211,48
Wind,7212,48
Wind,7213,48
Wind,7214,48
Wind,7215,48
Wind,7216,48
Wind,7217,48
Wind,7218,48
Wind,7219,48
Wind,7220,48
Wind,7221,48
Wind,7222,48
Wind,7223,48
Wind,7224,48
Wind,7225,48
Wind,7226,48
Wind,7227,48
